VA Boston Healthcare System Residency in Ocular Disease|1400 VFW Parkway|West Roxbury|MA|2132|/www.boston.va.gov/
Nova Southeastern University Center for  Psychological Studies Internship|3301 College Avenue|Fort Lauderdale|FL|33314|
Nova Southeastern University College of Dental Medicine Advanced Education in General Dentistry 12 Months|3200 S. University Drive|Fort Lauderdale|FL|33328|
Nova Southeastern University College of Dental Medicine Predoctoral Internship|3200 S. University Drive|Fort Lauderdale|FL|33328|
Nova Southeastern University, College of Optometry Residency in Pediatric Optometry and Binocular Vision|3200 S. University Drive|Ft. Lauderdale|FL|33328|
Nova Southeastern University, College of Optometry Residency in Primary Eye Care|3200 S. University Dr.|Ft. Lauderdale|FL|33328|
Oak Forest Hospital of Cook County Psychology Internship|15900 South Cicero Avenue|Oak Forest|IL|60452|
Oakland County Health Division Dietetic Internship|27725 Greenfield Road|Southfield|MI|48076-3625|
Oakwood University Dietetic Internship|7000 Adventist Boulevard, N.W.|Huntsville|AL|35896|
Ochsner Medical Center Residency in Hospital-Based Primary Eye Care|1514 Jefferson Highway|New Orleans|LA|70121|
Ohio Eye Alliance Residency in Ocular Disease|985 Sawburg Avenue|Alliance|OH|44601|
Ohio Psychology Internship|37 N. Broadway Street|Akron|OH|44308-1732|
Ohio State University College of Dentistry General Practice Residency 12 Months|305 West 12th Avenue|Columbus|OH|43218-2357|
Ohio State University College of Dentistry Predoctoral Internship|305 West 12th Avenue|Columbus|OH|43218-2357|
Ohio State University College of Optometry|338 W. 10th Avenue|Columbus|OH|43210-1280|
Ohio State University Medical Center|410 W 10th Ave|Columbus|OH|43210-1240|
Ohio State University Medical Center|410 W 10th Ave|Columbus|OH|43210-1240|
Ohio Valley General Hospital/LaRoche College|25 Heckel Road|McKees Rock|PA|15136|
Ohio Valley General Hospital/LaRoche College|25 Heckel Road|McKees Rock|PA|15136|
Ohio Valley Medical Center, Inc.|2000 Eoff Street|Wheeling|WV|26003|
Oklahoma Health Center CPE Institute|VAMC (125), 921 NE 13th St|Oklahoma City|OK|73104|
Oklahoma Health Consortium Predoctoral Psychology Internship|620 Elm Avenue|Norman|OK|73019|
Oklahoma State University Dietetic Internship|Department of Nutritional Sciences, HES 301|Stillwater|OK|74078-6141|
Oklahoma University Medical Center|700 NE 13th St.|Oklahoma City|OK|73104|
Oklahoma University Medical Center - Dental Service General Practice Residency 12 Months|940 NE 13th Street, Suite 2G2102|Oklahoma City|OK|73104|
Olive View/UCLA Medical Center Dietetic Internship|14445 Olive View Drive|Sylmar|CA|91342-1438|
Omni Eye Services of Atlanta Residency in Ocular Disease|5505 Peachtree-Dunwoody, Suite 300|Atlanta|GA|30342|
Omni Eye Services, NJ Residency in Ocular Disease|485 Route 1 South,  Ste. A|Iselin|NJ|08830-3009|
Omni Eye Specialists of Baltimore Residency in Ocular Disease/Co-Management|7008 Security Blvd., Suite 100|Baltimore|MD|21044|
Onondaga-Cortland-Madison BOCES|4500 Crown Rd|Liverpool|NY|13090|
Onondaga-Cortland-Madison BOCES|4500 Crown Rd|Liverpool|NY|13090|
Onondaga-Cortland-Madison BOCES|4500 Crown Rd|Liverpool|NY|13090|
Ophthalmic Consultants of Boston Residency in Ocular Disease|50 Standiford St.|Boston|MA|2114|
Oral and Facial Surgical Center|300 Hospital Drive|Columbus|OH|39701|
Orange-Ulster BOCES|53 Gibson Road|Goshen|NY|10924|
Orange-Ulster BOCES|53 Gibson Road|Goshen|NY|10924|
Orange-Ulster BOCES|53 Gibson Road|Goshen|NY|10924|
Orange-Ulster BOCES|53 Gibson Road|Goshen|NY|10924|
Orange-Ulster BOCES|53 Gibson Road|Goshen|NY|10924|
Oregon Health & Science University Dietetic Internship|3181 Southwest Sam Jackson Park Road|Portland|OR|97239|
Oregon Health & Science University Psychology Internship|Child Development and Rehabilitation Center, P.O. Box 574|Portland|OR|97207|
Oregon Health and Science University School of Dentistry Predoctoral Internship|611 SW Campus Drive|Portland|OR|97239|
Oregon State Hospital|2600 Center St NE|Salem|OR|97310-0001|
Oregon State Hospital|2600 Center St NE|Salem|OR|97310-0001|
Orlando VAMC Residency in Primary Eye Care|5201 Raymond St.|Orlando|FL|32803|
Orlean-Niagara BOCES|3181 Saunders Settlement Road|Sanborn|NY|14132|
OSF Saint Francis Medical Center Dietetic Internship|530 Northeast Glen Oak Avenue|Peoria|IL|61637-0001|
Otsego-Delaware-Schoharie-Green BOCES|50 Dietz Street, Suite O|Oneonta|NY|13820|
Our Lady of Lourdes Medical Center|1600 Haddon Avenue|Camden|NJ|7101|
Our Lady of Lourdes Medical Center|1600 Haddon Avenue|Camden|NJ|7101|
Our Lady of Lourdes Medical Center|1600 Haddon Avenue|Camden|NJ|7101|
Overlook Hospital Atlantic Health System|99 Beauvoir Ave|Summit|NJ|07902-0220|
Overlook Hospital Dental General Practice Residency 12 Months|99 Beauvoir, PO Box 220|Summit|NJ|07902-0220|
Pace University Psychology Internship|156 William Street|New York|NY|10038|
Pacific Clinics Psychology Internship|2471 East Walnut Street|Pasadena|CA|91107|
Pacific Health Ministry|1245 Young St Ste 204|Honolulu|HI|96814|
Pacific Northwest Ballet School|4649 Sunnyside Avenue N.|Seattle|WA|98103|
Pacific Northwest Ballet School|4649 Sunnyside Avenue N.|Seattle|WA|98103|
Pacific University College of Optometry Residency in Cornea and Contact Lens|2043 College Way|Forest Grove|OR|97116|
Pacific University College of Optometry Residency in Vision Therapy/Rehabilitation and Pediatric Optometry|2043 College Way|Forest Grove|OR|97116|
Pacific University Psychology Internship|511 SW 10th, Suite 400|Portland|OR|97205|
Packard Children's Hospital at Stanford Psychology Internship|650 Clark Way|Palo Alto|CA|94304|
Palmetto Health|Taylor at Marion Street|Columbia|SC|29220-0001|
Palmetto Health|Taylor at Marion Street|Columbia|SC|29220-0001|
Palmetto Richland Memorial Hospital Dental Department General Practice Residency 12 Months|5 Richland Medical Park|Columbia|SC|29203|
Park Center, Inc. Psychology Internship|909 East State Boulevard|Fort Wayne|IN|46805|
Parkland Health & Hospital System|5201 Harry Hines Blvd|Dallas|TX|75235-7708|
Parkland Health & Hospital System|5201 Harry Hines Blvd|Dallas|TX|75235-7708|
Partners HealthCare System|55 Fruit Street,  Founders 625G|Boston|MA|2114|
Partners HealthCare System|55 Fruit Street,  Founders 625G|Boston|MA|2114|
Partners HealthCare System|55 Fruit Street,  Founders 625G|Boston|MA|2114|
Partners in CPE:  Mercy Community Health and Saint Francis Hospital & Medical Center|114 Woodland Street|Hartford|CT|06105-1299|
Pascack Valley Hospital|Old Hook Rd.|Westwood|NJ|07675-3181|
Pasco County Health Department Dietetic Internship|10841 Little Road|New Port Richey|FL|34654-2533|
Patton State Hospital Dietetic Internship|3102 East Highland Avenue|Patton|CA|92369|
Patton State Hospital Psychology Internship|3102 East Highland Avenue|Patton|CA|92369|
Peace Health St. Joseph Hospital|2901 Squalicum Pkwy|Bellingham|WA|98225|
Peconic Bay Medical Center|1300 Roanoke Ave.|Riverhead|NY|11901|
Peninsula Hospital|1783 El Camino Real|Burlingame|CA|94010|
Peninsula Hospital Center Dental General Practice Residency 12 Months|5115 Beach Channel Drive|Far Rockaway|NY|11691|
Penn Foundation|807 Lawn Ave, PO Box 32|Sellersville|PA|18960-1549|
Pennsylvania College of Optometry at Salus University Residency in Cornea and Contact Lenses|1200 West Godfrey Avenue|Philadelphia|PA|19141|
Pennsylvania College of Optometry at Salus University Residency in Low Vision Rehabilitation|1200 W. Godfrey Ave|Philadelphia|PA|19141|
Pennsylvania College of Optometry at Salus University Residency in Pediatric Optometry / Vision Therapy|1200 W. Godfrey Ave|Philadelphia|PA|19141|
Pennsylvania College of Optometry at Salus University Residency in Primary Eye Care|1200 W. Godfrey Ave|Philadelphia|PA|19141|
Pennsylvania Hospital Psychology Internship|245 South 8th St.|Philadelphia|PA|19107|
Pennsylvania State University Psychology Internship|501 Student Health Center|University Park|PA|16802|
Penobscot Community Health Center - Dental Service General Practice Residency 12 Months|1048 Union Street|Bangor|ME|4401|
Penrose-St. Francis Health Services Dietetic Internship|P.O. Box 7021|Colorado Springs|CO|80933|
Philadelphia VA Medical Center Residency in Primary Care Optometry|Surgery Department (112) 3900 Woodland Avenue|Philadelphia|PA|19104|
Philhaven Hospital|283 South Butler Road|Mount Gretna|PA||
Philhaven Hospital Psychology Internship|283 South Butler Road|Mount Gretna|PA|17064|
Phillips Beth Israel School of Nursing|776 6th Avenue|New York|NY|10001|
Phillips Beth Israel School of Nursing|776 6th Avenue|New York|NY|10001|
Phillips Beth Israel School of Nursing|776 6th Avenue|New York|NY|10001|
Phoebe Ministries|1925 W Turner St|Allentown|PA|18104-5551|
Phoebe Ministries|1925 W Turner St|Allentown|PA|18104-5551|
Phoebe Ministries|1925 W Turner St|Allentown|PA|18104-5551|
Phoebe Putney Memorial Hospital|417 Third Ave, PO Box 1828|Albany|GA|31702-1828|
Phoenix Children's Hospital Psychology Internship|1919 East Thomas Road|Phoenix|AZ|80516|
Physicians Medical Center Carraway|1600 Carraway Blvd.|Birmingham|AL|35242|
PICKAWAY-ROSS JOINT VOCATIONAL SCHOOL|17273 STATE ROUTE 104, BLDG. 4, C/O VA MEDICAL CEN|CHILLICOTHE|OH||
Pilgrim Psychiatric Center, NY Psychology Internship|998 Crooked Hill Road|West Brentwood|NY|11717-1087|
Pine Grove Behavioral Health and Addiction Services Psychology Internship|1 Lincoln Parkway, Suite 201|Hattiesburg|MS|39402|
Pine Rest Christian Mental Health Services|300 68th St SE, PO Box 165|Grand Rapids|MI|49501-0165|
Pine Rest Christian Mental Health Services Psychology Internship|300 68th Street SE|Grand Rapids|MI|49548|
Pinecrest Developmental Center Psychology Internship|PO Box 5191|Pineville|LA|71361-5191|
Pinecrest Supports and Services Center Psychology Internship|100 Pinecrest Drive, P.O. Box 5191|Pineville|LA|71360|
Pitt County Memorial Hospital|PO Box 6028, 2100 Stantonsburg Rd|Greenville|NC|27835-6028|
Pittsburgh Mercy Health System|1401 Boulevard of the Allies|Pittsburgh|PA|15219|
Planned Parenthood Federation of America|260 South Broad Street|Philadelphia|PA|19102|
POLYTECH Adult Education|823 Walnut Shade Road, P.O. Box 102|Woodside|DE|19980|
Porter and Chester Institute - Enfield|138 Weymouth St.|Enfield|CT|6082|
Porter and Chester Institute - Enfield|138 Weymouth St.|Enfield|CT|6082|
Porter and Chester Institute - Enfield|138 Weymouth St.|Enfield|CT|6082|
Porter and Chester Institute - Stratford|670 Lordship Blvd|Stratford|CT|06615-7158|
Porter and Chester Institute - Stratford|670 Lordship Blvd|Stratford|CT|06615-7158|
Porter and Chester Institute - Stratford|670 Lordship Blvd|Stratford|CT|06615-7158|
Porter and Chester Institute - Stratford|670 Lordship Blvd|Stratford|CT|06615-7158|
Porter and Chester Institute - Westborough|80 Turnpike Road|Westborough|MA|1581|
Porter and Chester Institute - Westborough|80 Turnpike Road|Westborough|MA|1581|
Porterville Developmental Center Dietetic Internship|P.O. Box 2000|Porterville|CA|93258-2000|
Portland English Language Academy|425 SW Washington Street, Suite 2F|Portland|OR|97204-2241|
Portland VA Medical Center Psychology Internship|P.O. Box 1034|Portland|OR|97207|
Portland VAMC Residency in Primary Eye Care|3710 Southwest U.S. Veterans Hospital Rd. P-5-Eye|Portland|OR|97207|
Prairie View A&M University Dietetic Internship|Box 4329|Prairie View|TX|77446|
Presbyterian Healthcare Services|PO Box 26666|Albuquerque|NM|87125-6666|
Presbyterian Hospital of Dallas Dietetic Internship|8200 Walnut Hill Lane|Dallas|TX|75231-4402|
Presbyterian Hospital/Presbyterian Healthcare System|200 Hawthorne Lane, P.O. Box 33549|Charlotte|NC|28233-3549|
Primary Children's Medical Center|5770 S. 1500 W., Building C|Salt Lake City|UT||
Primary Children's Medical Center Psychology Internship|5770 S. 1500 W., Building C|Salt Lake City|UT|84123|
Princeton House Behavioral Health Psychology Internship|905 Herrontown Road|Princeton|NJ|8540|
Providence Alaska Medical Center|PO Box 196604|Anchorage|AK|99519-6604|
Providence Health & Services|501 South Buena Vista Street|Burbank|CA|91505|
Providence St Peter Hospital|413 Lilly Rd NE|Olympia|WA|98506-5166|
Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease|623 Atwells Ave.|Providence|RI|2909|
Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease|623 Atwells Ave.|Providence|RI|2909|
Providence/Portland Medical Center|4805 NE Glisan St|Portland|OR|97213-2933|
Provo College|1450 W 820 N|Provo|UT|84601|
Provo College|1450 W 820 N|Provo|UT|84601|
Provo College|1450 W 820 N|Provo|UT|84601|
Provo College|1450 W 820 N|Provo|UT|84601|
Puerto Rico Department of Health Dietetic Internship|P.O. Box 70184|San Juan|PR|936|
Purdue University Psychology Internship|703 Third Street, Room 1120|West Lafayette|IN|47907-2004|
Queen's Medical Center - Dentistry Department General Practice Residency 12 Months|1301 Punchbowl Street|Honolulu|HI|96813|
Queens Children's Psychiatric Center Psychology Internship|74-03 Commonwealth Boulevard, Bldg. 39|Bellerose|NY|11426|
Queens College-CUNY Dietetic Internship|65-30 Kissena Boulevard|Flushing|NY|11367-1597|
Queens Hospital Center Dental General Practice Residency 12 Months|82-68 164th Street|Jamaica|NY|11432|
Quinco Behavioral Health Systems Psychology Internship|720 N. Marr Road|Columbus|IN|47201|
R. C. Freedom Ministries|285 Oblate Drive|San Antonio|TX|78216|
Rady Children's Hospital|3020 Children's Way|San Diego|CA|92123|
Rady Children's Hospital|3020 Children's Way|San Diego|CA|92123|
Ralph H. Johnson VAMC Residency in Low Vision and Primary Care Optometry|109 Bee Street|Charleston|SC|29401|
Ralph H. Johnson VAMC Residency in Low Vision and Primary Care Optometry|109 Bee Street|Charleston|SC|29401|
Rancho Los Amigos Medical Center Dental General Practice Residency 12 Months|7601 East Imperial Highway|Downey|CA|90242|
Rapid City Regional Hospital|353 Fairmont Blvd, PO Box 6000|Rapid City|SD|57709-6000|
Raritan Bay Medical Center|530 New Brunswick Avenue|Perth Amboy|NJ||
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
Rasmussen College|Eagle Point Office Center II, 8550 Hudson Blvd.|Lake Elmo|MN|55042|
